Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
67,2026-09-25 20:48:30,Ours,0.01,1.6354435915697771,53.26,56.09,61,67.81,1:07.81,66.4214,0.1707,1.2168,4339.1362,1:12:19.14,10,"4,5,1,3,6,0,2,9,7,8",4:23;5:22;1:17;3:12;6:24;0:15;2:20;9:27;7:27;8:4,"4:[4,5];5:[2,3];1:[4];3:[6];6:[3,4];0:[3];2:[4,5];9:[4,5];7:[3,4];8:[]","c4:bw=23,experts=[4,5]; c5:bw=22,experts=[2,3]; c1:bw=17,experts=[4]; c3:bw=12,experts=[6]; c6:bw=24,experts=[3,4]; c0:bw=15,experts=[3]; c2:bw=20,experts=[4,5]; c9:bw=27,experts=[4,5]; c7:bw=27,experts=[3,4]; c8:bw=4,experts=[]","8.7662,8.1546,5.6287,6.5631,8.6109,6.1064,4.9386,4.6548,5.9688,7.0293"
68,2026-09-25 20:49:39,Ours,0.01,1.632980110783162,40.88,56.09,61,69.0335,1:09.03,67.62,0.1736,1.2388,4408.2087,1:13:28.21,10,"1,8,2,0,3,4,5,9,7,6",1:19;8:14;2:27;0:14;3:12;4:22;5:20;9:7;7:13;6:14,"1:[20];8:[4];2:[6,7];0:[4];3:[7];4:[6,7];5:[4,5];9:[];7:[5];6:[5]","c1:bw=19,experts=[20]; c8:bw=14,experts=[4]; c2:bw=27,experts=[6,7]; c0:bw=14,experts=[4]; c3:bw=12,experts=[7]; c4:bw=22,experts=[6,7]; c5:bw=20,experts=[4,5]; c9:bw=7,experts=[]; c7:bw=13,experts=[5]; c6:bw=14,experts=[5]","5.6811,6.8837,4.8862,6.1557,6.6898,8.8918,8.2612,4.9017,6.2970,8.9720"
69,2026-09-25 20:50:48,Ours,0.01,1.64122506384632,48.86,56.09,61,69.453,1:09.45,68.0574,0.1654,1.2291,4477.701,1:14:37.70,10,"3,7,1,4,9,5,0,2,8,6",3:19;7:27;1:14;4:19;9:16;5:18;0:24;2:30;8:19;6:12,"3:[8];7:[6,7];1:[20];4:[8];9:[6];5:[6];0:[5,6];2:[8,9,20];8:[5];6:[6]","c3:bw=19,experts=[8]; c7:bw=27,experts=[6,7]; c1:bw=14,experts=[20]; c4:bw=19,experts=[8]; c9:bw=16,experts=[6]; c5:bw=18,experts=[6]; c0:bw=24,experts=[5,6]; c2:bw=30,experts=[8,9,20]; c8:bw=19,experts=[5]; c6:bw=12,experts=[6]","6.8349,6.0906,5.7271,8.9890,4.7271,8.3573,6.2665,5.0944,7.1489,8.8215"
70,2026-09-25 20:51:56,Ours,0.01,1.6256125127314385,38.29,56.09,61,68.1183,1:08.12,66.7725,0.1679,1.1767,4545.8593,1:15:45.86,10,"1,9,7,3,0,6,2,4,5,8",1:11;9:1;7:13;3:14;0:14;6:12;2:25;4:26;5:10;8:22,"1:[5];9:[];7:[8];3:[9];0:[7];6:[7];2:[17,20];4:[9,10];5:[7];8:[6,7]","c1:bw=11,experts=[5]; c9:bw=1,experts=[]; c7:bw=13,experts=[8]; c3:bw=14,experts=[9]; c0:bw=14,experts=[7]; c6:bw=12,experts=[7]; c2:bw=25,experts=[17,20]; c4:bw=26,experts=[9,10]; c5:bw=10,experts=[7]; c8:bw=22,experts=[6,7]","5.6403,4.8764,6.1976,6.9879,6.4077,8.5745,4.7621,8.6158,7.9095,6.8006"
71,2026-09-25 20:53:05,Ours,0.01,1.6367551552506086,37.16,56.09,61,68.4551,1:08.46,67.0912,0.1517,1.2111,4614.3535,1:16:54.35,10,"4,0,1,9,7,5,3,6,8,2",4:19;0:7;1:24;9:18;7:9;5:15;3:28;6:23;8:18;2:28,"4:[12];0:[];1:[6,7];9:[7];7:[];5:[8];3:[10,11];6:[8,9];8:[8];2:[10,20]","c4:bw=19,experts=[12]; c0:bw=7,experts=[]; c1:bw=24,experts=[6,7]; c9:bw=18,experts=[7]; c7:bw=9,experts=[]; c5:bw=15,experts=[8]; c3:bw=28,experts=[10,11]; c6:bw=23,experts=[8,9]; c8:bw=18,experts=[8]; c2:bw=28,experts=[10,20]","8.8520,6.2350,5.6046,4.6564,6.0359,8.1146,6.6828,8.6832,7.2357,4.9911"
72,2026-09-25 20:54:13,Ours,0.01,1.6300020676487974,38.55,56.09,61,68.0078,1:08.01,66.6516,0.1745,1.1807,4682.4006,1:18:02.40,10,"8,1,5,7,6,0,3,2,9,4",8:13;1:18;5:20;7:22;6:9;0:24;3:10;2:10;9:17;4:18,"8:[9];1:[8];5:[9,12];7:[9,10];6:[];0:[8,9];3:[12];2:[11];9:[8];4:[13]","c8:bw=13,experts=[9]; c1:bw=18,experts=[8]; c5:bw=20,experts=[9,12]; c7:bw=22,experts=[9,10]; c6:bw=9,experts=[]; c0:bw=24,experts=[8,9]; c3:bw=10,experts=[12]; c2:bw=10,experts=[11]; c9:bw=17,experts=[8]; c4:bw=18,experts=[13]","6.8356,5.5468,8.1764,6.1339,9.1302,6.1799,6.6857,4.8648,4.4240,8.6742"
73,2026-09-25 20:55:19,Ours,0.01,1.631306240232189,49.26,56.09,61,65.7212,1:05.72,64.3356,0.1683,1.2163,4748.1633,1:19:08.16,10,"2,8,3,1,5,9,0,7,6,4",2:21;8:5;3:18;1:30;5:8;9:24;0:13;7:17;6:9;4:19,"2:[12,13];8:[];3:[13];1:[15,17,20];5:[];9:[9,10];0:[20];7:[11];6:[];4:[14]","c2:bw=21,experts=[12,13]; c8:bw=5,experts=[]; c3:bw=18,experts=[13]; c1:bw=30,experts=[15,17,20]; c5:bw=8,experts=[]; c9:bw=24,experts=[9,10]; c0:bw=13,experts=[20]; c7:bw=17,experts=[11]; c6:bw=9,experts=[]; c4:bw=19,experts=[14]","4.8119,6.6978,6.3867,5.5218,7.9188,4.5286,5.9079,5.7597,8.3821,8.4202"
74,2026-09-25 20:56:26,Ours,0.01,1.6107054953521558,36.08,56.09,61,67.6578,1:07.66,66.2481,0.1975,1.2111,4815.8613,1:20:15.86,10,"3,0,1,5,7,8,6,2,4,9",3:3;0:18;1:13;5:23;7:30;8:13;6:4;2:3;4:21;9:15,"3:[];0:[20];1:[9];5:[13,14];7:[12,13,14];8:[12];6:[];2:[];4:[16,18];9:[12]","c3:bw=3,experts=[]; c0:bw=18,experts=[20]; c1:bw=13,experts=[9]; c5:bw=23,experts=[13,14]; c7:bw=30,experts=[12,13,14]; c8:bw=13,experts=[12]; c6:bw=4,experts=[]; c2:bw=3,experts=[]; c4:bw=21,experts=[16,18]; c9:bw=15,experts=[12]","6.5673,5.9728,5.3461,8.0547,6.1425,6.9291,8.7044,4.9047,9.0201,4.6065"
75,2026-09-25 20:57:34,Ours,0.01,1.6325145426344527,36.48,56.09,61,67.4874,1:07.49,66.1158,0.1852,1.1854,4883.3838,1:21:23.38,10,"2,9,1,3,7,6,5,4,0,8",2:18;9:28;1:25;3:9;7:13;6:25;5:14;4:26;0:28;8:24,"2:[14];9:[13,14];1:[10,11];3:[];7:[16];6:[10,12];5:[16];4:[19,21];0:[10,20];8:[13,14]","c2:bw=18,experts=[14]; c9:bw=28,experts=[13,14]; c1:bw=25,experts=[10,11]; c3:bw=9,experts=[]; c7:bw=13,experts=[16]; c6:bw=25,experts=[10,12]; c5:bw=14,experts=[16]; c4:bw=26,experts=[19,21]; c0:bw=28,experts=[10,20]; c8:bw=24,experts=[13,14]","4.9224,4.6627,5.6695,6.6898,5.9654,8.5488,8.1532,8.6291,6.0012,6.8736"
76,2026-09-25 20:58:39,Ours,0.01,1.623780286617475,38.81,56.09,61,65.1806,1:05.18,63.8437,0.18,1.1558,4948.6039,1:22:28.60,10,"8,5,0,3,2,6,7,4,9,1",8:13;5:17;0:14;3:7;2:11;6:11;7:30;4:28;9:26;1:24,"8:[16];5:[18];0:[12];3:[];2:[16];6:[13];7:[18,19,21];4:[22,23];9:[16,18];1:[12,13]","c8:bw=13,experts=[16]; c5:bw=17,experts=[18]; c0:bw=14,experts=[12]; c3:bw=7,experts=[]; c2:bw=11,experts=[16]; c6:bw=11,experts=[13]; c7:bw=30,experts=[18,19,21]; c4:bw=28,experts=[22,23]; c9:bw=26,experts=[16,18]; c1:bw=24,experts=[12,13]","6.8638,7.8737,5.8650,6.4433,4.6174,8.1154,5.5992,8.4287,4.5054,5.5317"
77,2026-09-25 20:59:45,Ours,0.01,1.6084308864711816,40.15,56.09,61,65.6707,1:05.67,64.2853,0.1869,1.1975,5014.3145,1:23:34.31,10,"9,2,1,8,4,7,6,0,3,5",9:13;2:16;1:28;8:1;4:2;7:4;6:26;0:29;3:18;5:27,"9:[19];2:[18];1:[14,16];8:[];4:[];7:[];6:[14,16];0:[13,14];3:[14];5:[19,21]","c9:bw=13,experts=[19]; c2:bw=16,experts=[18]; c1:bw=28,experts=[14,16]; c8:bw=1,experts=[]; c4:bw=2,experts=[]; c7:bw=4,experts=[]; c6:bw=26,experts=[14,16]; c0:bw=29,experts=[13,14]; c3:bw=18,experts=[14]; c5:bw=27,experts=[19,21]","4.5174,4.8256,5.3850,6.5350,8.3221,5.7515,8.2946,5.7027,6.7170,8.2344"
78,2026-09-25 21:00:50,Ours,0.01,1.6033191540484684,34.97,56.09,61,65.0611,1:05.06,63.7223,0.1909,1.1469,5079.4165,1:24:39.42,10,"0,4,3,7,8,1,9,6,5,2",0:12;4:10;3:17;7:16;8:25;1:19;9:14;6:26;5:29;2:16,"0:[16];4:[24];3:[15];7:[22];8:[18,19];1:[18];9:[21];6:[18,20];5:[22,23];2:[19]","c0:bw=12,experts=[16]; c4:bw=10,experts=[24]; c3:bw=17,experts=[15]; c7:bw=16,experts=[22]; c8:bw=25,experts=[18,19]; c1:bw=19,experts=[18]; c9:bw=14,experts=[21]; c6:bw=26,experts=[18,20]; c5:bw=29,experts=[22,23]; c2:bw=16,experts=[19]","5.8099,8.5182,6.3541,5.7557,6.6050,5.4115,4.4027,8.3601,7.7728,4.7324"
79,2026-09-25 21:01:55,Ours,0.01,1.6225298834801933,38.25,56.09,61,64.7834,1:04.78,63.3986,0.1911,1.1927,5144.3621,1:25:44.36,10,"6,9,0,4,7,8,5,3,1,2",6:10;9:4;0:16;4:39;7:21;8:20;5:24;3:12;1:17;2:15,"6:[19];9:[];0:[18];4:[25,26,27];7:[23,24];8:[21,22];5:[24,25];3:[16];1:[19];2:[21]","c6:bw=10,experts=[19]; c9:bw=4,experts=[]; c0:bw=16,experts=[18]; c4:bw=39,experts=[25,26,27]; c7:bw=21,experts=[23,24]; c8:bw=20,experts=[21,22]; c5:bw=24,experts=[24,25]; c3:bw=12,experts=[16]; c1:bw=17,experts=[19]; c2:bw=15,experts=[21]","8.2938,4.4333,5.8745,8.5260,5.6473,6.5996,7.7382,6.2886,5.3169,4.6803"
80,2026-09-25 21:02:59,Ours,0.01,1.6122341204072517,40.48,56.09,61,64.6131,1:04.61,63.2561,0.1738,1.1822,5209.0154,1:26:49.02,10,"5,9,7,1,3,4,2,0,6,8",5:30;9:24;7:22;1:14;3:14;4:26;2:20;0:22;6:18;8:23,"5:[26,27,28];9:[22,23];7:[25,26];1:[21];3:[18];4:[28,29];2:[22,23];0:[19,21];6:[21];8:[23,24]","c5:bw=30,experts=[26,27,28]; c9:bw=24,experts=[22,23]; c7:bw=22,experts=[25,26]; c1:bw=14,experts=[21]; c3:bw=14,experts=[18]; c4:bw=26,experts=[28,29]; c2:bw=20,experts=[22,23]; c0:bw=22,experts=[19,21]; c6:bw=18,experts=[21]; c8:bw=23,experts=[23,24]","7.8055,4.3401,5.6627,5.2314,6.3871,8.4145,4.6286,5.7536,8.2643,6.7682"
81,2026-09-25 21:04:05,Ours,0.01,1.6013701716085298,46.87,56.09,61,65.0943,1:05.09,63.7591,0.1896,1.1446,5274.1528,1:27:54.15,10,"6,2,3,1,4,5,9,7,8,0",6:23;2:20;3:31;1:22;4:19;5:14;9:12;7:26;8:22;0:23,"6:[20,22];2:[24,25];3:[19,21,22];1:[22,23];4:[30];5:[29];9:[24];7:[27,28];8:[25,26];0:[20,22]","c6:bw=23,experts=[20,22]; c2:bw=20,experts=[24,25]; c3:bw=31,experts=[19,21,22]; c1:bw=22,experts=[22,23]; c4:bw=19,experts=[30]; c5:bw=14,experts=[29]; c9:bw=12,experts=[24]; c7:bw=26,experts=[27,28]; c8:bw=22,experts=[25,26]; c0:bw=23,experts=[20,22]","8.2594,4.6491,6.3391,5.3666,8.4623,7.7727,4.5473,5.8977,6.7119,5.7530"
82,2026-09-25 21:05:09,Ours,0.01,1.5825364543387743,47.77,56.09,61,64.2684,1:04.27,62.953,0.176,1.1384,5338.4621,1:28:58.46,10,"1,0,6,8,7,3,2,9,5,4",1:29;0:14;6:17;8:26;7:18;3:18;2:13;9:25;5:18;4:13,"1:[24,25];0:[23];6:[23];8:[27,28];7:[29];3:[23];2:[26];9:[25,26];5:[30];4:[11]","c1:bw=29,experts=[24,25]; c0:bw=14,experts=[23]; c6:bw=17,experts=[23]; c8:bw=26,experts=[27,28]; c7:bw=18,experts=[29]; c3:bw=18,experts=[23]; c2:bw=13,experts=[26]; c9:bw=25,experts=[25,26]; c5:bw=18,experts=[30]; c4:bw=13,experts=[11]","5.2226,5.6841,8.2280,6.6280,5.7596,6.5155,4.7976,4.3396,7.5199,8.2580"
83,2026-09-25 21:06:13,Ours,0.01,1.5759716988553918,48.31,56.09,61,64.291,1:04.29,62.9738,0.1873,1.1289,5402.7939,1:30:02.79,10,"9,4,2,7,5,0,6,1,8,3",9:23;4:5;2:19;7:17;5:1;0:1;6:24;1:29;8:18;3:19,"9:[27,28];4:[];2:[27];7:[30];5:[];0:[];6:[24,25];1:[26,27];8:[29];3:[24]","c9:bw=23,experts=[27,28]; c4:bw=5,experts=[]; c2:bw=19,experts=[27]; c7:bw=17,experts=[30]; c5:bw=1,experts=[]; c0:bw=1,experts=[]; c6:bw=24,experts=[24,25]; c1:bw=29,experts=[26,27]; c8:bw=18,experts=[29]; c3:bw=19,experts=[24]","4.2638,8.4260,4.6845,5.8245,7.8562,5.8317,8.1375,5.2334,6.4685,6.2477"
84,2026-09-25 21:07:19,Ours,0.01,1.5700033484652383,49.42,56.09,61,65.5271,1:05.53,64.117,0.1922,1.2168,5468.3604,1:31:08.36,10,"8,3,1,6,9,2,7,5,4,0",8:30;3:15;1:26;6:2;9:9;2:17;7:21;5:9;4:12;0:5,"8:[10,30,31];3:[25];1:[20,28];6:[];9:[];2:[28];7:[20,31];5:[];4:[31];0:[]","c8:bw=30,experts=[10,30,31]; c3:bw=15,experts=[25]; c1:bw=26,experts=[20,28]; c6:bw=2,experts=[]; c9:bw=9,experts=[]; c2:bw=17,experts=[28]; c7:bw=21,experts=[20,31]; c5:bw=9,experts=[]; c4:bw=12,experts=[31]; c0:bw=5,experts=[]","6.5262,6.4476,5.4615,8.4978,4.4774,4.7033,5.7313,7.7170,8.5745,5.9803"
85,2026-09-25 21:08:23,Ours,0.01,1.5555453761399345,37.74,56.09,61,64.2843,1:04.28,62.9852,0.1671,1.131,5532.688,1:32:12.69,10,"0,2,8,6,1,4,9,3,5,7",0:17;2:21;8:32;6:19;1:26;4:19;9:26;3:23;5:6;7:5,"0:[24];2:[29,30];8:[11,15,20];6:[26];1:[29,30];4:[15];9:[29,30];3:[26,27];5:[];7:[]","c0:bw=17,experts=[24]; c2:bw=21,experts=[29,30]; c8:bw=32,experts=[11,15,20]; c6:bw=19,experts=[26]; c1:bw=26,experts=[29,30]; c4:bw=19,experts=[15]; c9:bw=26,experts=[29,30]; c3:bw=23,experts=[26,27]; c5:bw=6,experts=[]; c7:bw=5,experts=[]","5.7020,4.5990,6.5728,8.4198,5.4279,8.2541,4.3652,6.4107,7.6298,5.6039"
86,2026-09-25 21:09:28,Ours,0.01,1.5689086099190919,53.77,56.09,61,64.5491,1:04.55,63.2541,0.1835,1.1106,5597.2764,1:33:17.28,10,"5,8,2,6,0,4,7,3,1,9",5:22;8:13;2:11;6:25;0:14;4:8;7:20;3:13;1:33;9:19,"5:[10,31];8:[20];2:[31];6:[27,28];0:[25];4:[];7:[17,20];3:[28];1:[17,20,31];9:[31]","c5:bw=22,experts=[10,31]; c8:bw=13,experts=[20]; c2:bw=11,experts=[31]; c6:bw=25,experts=[27,28]; c0:bw=14,experts=[25]; c4:bw=8,experts=[]; c7:bw=20,experts=[17,20]; c3:bw=13,experts=[28]; c1:bw=33,experts=[17,20,31]; c9:bw=19,experts=[31]","7.6475,6.6604,4.8469,8.3154,5.9095,8.3571,5.6331,6.2581,5.3637,4.2624"
87,2026-09-25 21:10:33,Ours,0.01,1.5418419795690692,56.58,56.58,87,65.0257,1:05.03,63.6239,0.1921,1.2087,5662.3398,1:34:22.34,10,"1,2,7,5,6,3,4,9,8,0",1:13;2:31;7:10;5:1;6:27;3:31;4:15;9:17;8:21;0:16,"1:[20];2:[15,17,20];7:[20];5:[];6:[29,30];3:[29,30,31];4:[20];9:[0];8:[17,20];0:[26]","c1:bw=13,experts=[20]; c2:bw=31,experts=[15,17,20]; c7:bw=10,experts=[20]; c5:bw=1,experts=[]; c6:bw=27,experts=[29,30]; c3:bw=31,experts=[29,30,31]; c4:bw=15,experts=[20]; c9:bw=17,experts=[0]; c8:bw=21,experts=[17,20]; c0:bw=16,experts=[26]","5.3452,4.7405,6.0262,7.9165,8.2766,6.2501,8.3741,4.3021,6.4966,5.8959"
88,2026-09-25 21:11:34,Ours,0.01,1.5331005588938857,56.79,56.79,88,61.4236,1:01.42,60.1834,0.1694,1.0698,5723.8068,1:35:23.81,10,"8,6,3,7,0,4,9,1,5,2",8:19;6:12;3:15;7:19;0:28;4:17;9:14;1:13;5:14;2:21,"8:[20];6:[11];3:[0];7:[20];0:[27,28];4:[20];9:[11];1:[20];5:[11];2:[17,20]","c8:bw=19,experts=[20]; c6:bw=12,experts=[11]; c3:bw=15,experts=[0]; c7:bw=19,experts=[20]; c0:bw=28,experts=[27,28]; c4:bw=17,experts=[20]; c9:bw=14,experts=[11]; c1:bw=13,experts=[20]; c5:bw=14,experts=[11]; c2:bw=21,experts=[17,20]","6.7889,8.3111,6.3316,5.4003,5.2338,7.6169,3.9168,5.0045,7.2301,4.3493"
89,2026-09-25 21:12:34,Ours,0.01,1.5304066555822324,59.09,59.09,89,59.2786,0:59.28,58.031,0.1712,1.0754,5783.1281,1:36:23.13,10,"3,8,2,9,7,5,0,6,4,1",3:14;8:33;2:20;9:28;7:10;5:21;0:6;6:14;4:14;1:19,"3:[20];8:[15,17,20];2:[17,20];9:[15,20];7:[20];5:[17,20];0:[];6:[31];4:[20];1:[20]","c3:bw=14,experts=[20]; c8:bw=33,experts=[15,17,20]; c2:bw=20,experts=[17,20]; c9:bw=28,experts=[15,20]; c7:bw=10,experts=[20]; c5:bw=21,experts=[17,20]; c0:bw=6,experts=[]; c6:bw=14,experts=[31]; c4:bw=14,experts=[20]; c1:bw=19,experts=[20]","5.7343,5.9922,4.2497,4.0037,5.2333,7.1257,5.4429,7.7083,7.6340,4.9068"
90,2026-09-25 21:13:33,Ours,0.01,1.5141715957719462,59.6,59.6,90,59.456,0:59.46,58.2303,0.1555,1.0694,5842.6235,1:37:22.62,10,"7,1,3,9,0,6,2,5,8,4",7:33;1:14;3:16;9:29;0:29;6:12;2:10;5:12;8:23;4:16,"7:[15,17,20];1:[20];3:[20];9:[17,20];0:[29,30];6:[15];2:[20];5:[20];8:[17,20];4:[20]","c7:bw=33,experts=[15,17,20]; c1:bw=14,experts=[20]; c3:bw=16,experts=[20]; c9:bw=29,experts=[17,20]; c0:bw=29,experts=[29,30]; c6:bw=12,experts=[15]; c2:bw=10,experts=[20]; c5:bw=12,experts=[20]; c8:bw=23,experts=[17,20]; c4:bw=16,experts=[20]","5.2552,4.8648,5.8829,4.0357,5.4198,7.7835,4.2999,7.0440,5.9751,7.6693"
91,2026-09-25 21:14:32,Ours,0.01,1.5072683479232227,59.89,59.89,91,58.7936,0:58.79,57.5759,0.159,1.0579,5901.4554,1:38:21.46,10,"1,9,5,7,3,4,0,6,2,8",1:23;9:16;5:24;7:23;3:18;4:25;0:10;6:13;2:5;8:10,"1:[17,20];9:[20];5:[17,20];7:[17,20];3:[20];4:[17,20];0:[11];6:[20];2:[];8:[20]","c1:bw=23,experts=[17,20]; c9:bw=16,experts=[20]; c5:bw=24,experts=[17,20]; c7:bw=23,experts=[17,20]; c3:bw=18,experts=[20]; c4:bw=25,experts=[17,20]; c0:bw=10,experts=[11]; c6:bw=13,experts=[20]; c2:bw=5,experts=[]; c8:bw=10,experts=[20]","4.8642,4.0212,7.1502,5.3196,5.6972,7.6360,5.2757,7.4609,4.2216,5.9292"
92,2026-09-25 21:15:32,Ours,0.01,1.5082965894510896,60.06,60.06,92,59.5891,0:59.59,58.3327,0.1623,1.0932,5961.0835,1:39:21.08,10,"3,7,1,0,8,6,9,2,5,4",3:13;7:16;1:9;0:13;8:9;6:21;9:25;2:11;5:30;4:12,"3:[20];7:[20];1:[];0:[31];8:[];6:[17,20];9:[17,20];2:[20];5:[15,17,20];4:[20]","c3:bw=13,experts=[20]; c7:bw=16,experts=[20]; c1:bw=9,experts=[]; c0:bw=13,experts=[31]; c8:bw=9,experts=[]; c6:bw=21,experts=[17,20]; c9:bw=25,experts=[17,20]; c2:bw=11,experts=[20]; c5:bw=30,experts=[15,17,20]; c4:bw=12,experts=[20]","5.8850,5.4289,4.8935,5.2732,6.0249,7.5844,4.0035,4.2593,7.1016,7.8782"
93,2026-09-25 21:16:31,Ours,0.01,1.4971062098092587,60.15,60.15,93,58.9949,0:58.99,57.7871,0.1631,1.0436,6020.1222,1:40:20.12,10,"1,3,7,9,6,8,5,4,0,2",1:21;3:14;7:10;9:26;6:10;8:2;5:4;4:14;0:9;2:23,"1:[17,20];3:[20];7:[20];9:[17,20];6:[20];8:[];5:[];4:[20];0:[];2:[17,20]","c1:bw=21,experts=[17,20]; c3:bw=14,experts=[20]; c7:bw=10,experts=[20]; c9:bw=26,experts=[17,20]; c6:bw=10,experts=[20]; c8:bw=2,experts=[]; c5:bw=4,experts=[]; c4:bw=14,experts=[20]; c0:bw=9,experts=[]; c2:bw=23,experts=[17,20]","4.8941,5.7757,5.1723,3.9708,7.5779,5.9819,7.0036,7.8659,5.3009,4.2440"
94,2026-09-25 21:17:30,Ours,0.01,1.4897262784626115,60.37,60.37,94,59.2119,0:59.21,57.9902,0.1668,1.0539,6079.374,1:41:19.37,10,"7,2,5,4,6,9,1,8,0,3",7:20;2:29;5:18;4:14;6:14;9:23;1:32;8:3;0:25;3:15,"7:[17,20];2:[17,20];5:[20];4:[20];6:[20];9:[17,20];1:[15,17,20];8:[];0:[15,17];3:[20]","c7:bw=20,experts=[17,20]; c2:bw=29,experts=[17,20]; c5:bw=18,experts=[20]; c4:bw=14,experts=[20]; c6:bw=14,experts=[20]; c9:bw=23,experts=[17,20]; c1:bw=32,experts=[15,17,20]; c8:bw=3,experts=[]; c0:bw=25,experts=[15,17]; c3:bw=15,experts=[20]","5.1748,4.2729,6.9872,7.5821,7.8797,4.0940,4.9191,6.0731,5.2704,5.7367"
95,2026-09-25 21:18:29,Ours,0.01,1.4854747929061902,60.47,60.47,95,58.682,0:58.68,57.456,0.1651,1.0599,6138.0965,1:42:18.10,10,"7,9,4,6,0,3,1,8,2,5",7:27;9:19;4:7;6:18;0:16;3:18;1:14;8:34;2:10;5:4,"7:[17,20];9:[20];4:[];6:[20];0:[20];3:[17];1:[20];8:[15,17,20];2:[20];5:[]","c7:bw=27,experts=[17,20]; c9:bw=19,experts=[20]; c4:bw=7,experts=[]; c6:bw=18,experts=[20]; c0:bw=16,experts=[20]; c3:bw=18,experts=[17]; c1:bw=14,experts=[20]; c8:bw=34,experts=[15,17,20]; c2:bw=10,experts=[20]; c5:bw=4,experts=[]","5.1740,3.9361,7.5736,7.5761,5.4432,5.7977,4.8740,5.9284,4.2022,6.9508"
96,2026-09-25 21:19:27,Ours,0.01,1.4739054145364636,60.22,60.47,95,58.5552,0:58.56,57.3383,0.1736,1.0423,6196.6923,1:43:16.69,10,"2,9,3,1,5,4,6,7,0,8",2:30;9:20;3:21;1:16;5:27;4:22;6:14;7:23;0:16;8:29,"2:[0,1,20];9:[1,20];3:[1,20];1:[0];5:[0,20];4:[0,20];6:[0];7:[0,20];0:[0];8:[0,20]","c2:bw=30,experts=[0,1,20]; c9:bw=20,experts=[1,20]; c3:bw=21,experts=[1,20]; c1:bw=16,experts=[0]; c5:bw=27,experts=[0,20]; c4:bw=22,experts=[0,20]; c6:bw=14,experts=[0]; c7:bw=23,experts=[0,20]; c0:bw=16,experts=[0]; c8:bw=29,experts=[0,20]","4.1782,3.8886,5.7988,4.9240,7.0774,7.6663,7.4870,5.1926,5.2082,5.9172"
97,2026-09-25 21:20:26,Ours,0.01,1.4744894463652705,60.18,60.47,95,59.2495,0:59.25,57.9845,0.1714,1.0926,6255.9828,1:44:15.98,10,"0,9,8,4,7,1,3,5,6,2",0:19;9:20;8:20;4:7;7:14;1:23;3:16;5:21;6:23;2:25,"0:[1];9:[2,20];8:[1,2];4:[];7:[20];1:[1,20];3:[2];5:[1,20];6:[1,20];2:[2,20]","c0:bw=19,experts=[1]; c9:bw=20,experts=[2,20]; c8:bw=20,experts=[1,2]; c4:bw=7,experts=[]; c7:bw=14,experts=[20]; c1:bw=23,experts=[1,20]; c3:bw=16,experts=[2]; c5:bw=21,experts=[1,20]; c6:bw=23,experts=[1,20]; c2:bw=25,experts=[2,20]","5.3544,4.0936,6.0951,7.5935,5.1787,4.8507,5.8353,7.0109,7.5957,4.3767"
98,2026-09-25 21:21:26,Ours,0.01,1.4700232014006906,52.56,60.47,95,59.501,0:59.50,58.2597,0.1711,1.0692,6315.5268,1:45:15.53,10,"4,8,9,7,6,5,0,3,1,2",4:24;8:24;9:12;7:11;6:17;5:22;0:15;3:12;1:12;2:11,"4:[1,2];8:[3,20];9:[3];7:[1];6:[2];5:[17,20];0:[2];3:[3];1:[2];2:[3]","c4:bw=24,experts=[1,2]; c8:bw=24,experts=[3,20]; c9:bw=12,experts=[3]; c7:bw=11,experts=[1]; c6:bw=17,experts=[2]; c5:bw=22,experts=[17,20]; c0:bw=15,experts=[2]; c3:bw=12,experts=[3]; c1:bw=12,experts=[2]; c2:bw=11,experts=[3]","7.7497,6.0197,3.9696,5.2237,7.5251,7.0874,5.3888,5.9595,4.9733,4.3630"
99,2026-09-25 21:22:25,Ours,0.01,1.4746135432686878,42.52,60.47,95,59.2681,0:59.27,58.0256,0.1643,1.0773,6374.8379,1:46:14.84,10,"8,5,7,1,3,9,4,0,2,6",8:15;5:22;7:21;1:27;3:17;9:9;4:11;0:18;2:14;6:16,"8:[20];5:[2,3];7:[2,3];1:[3,4];3:[4];9:[];4:[3];0:[3];2:[4];6:[3]","c8:bw=15,experts=[20]; c5:bw=22,experts=[2,3]; c7:bw=21,experts=[2,3]; c1:bw=27,experts=[3,4]; c3:bw=17,experts=[4]; c9:bw=9,experts=[]; c4:bw=11,experts=[3]; c0:bw=18,experts=[3]; c2:bw=14,experts=[4]; c6:bw=16,experts=[3]","6.0104,7.0381,5.1847,4.8543,5.7896,3.9657,7.8713,5.4403,4.2517,7.6195"
