Round,Client,BudgetK,NumBatches,NumSamples,StopBatches,Certified,Agree,Agree1,Agree2,Agree4,Agree8,Agree16
32,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
32,4,2,417,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
32,7,2,282,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
32,0,2,286,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
32,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
32,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
32,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
32,2,2,229,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
32,9,1,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
33,7,2,282,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
33,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
33,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
33,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
33,9,1,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
33,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
33,8,2,327,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
33,4,2,417,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
33,0,2,286,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
34,4,2,417,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
34,1,2,264,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
34,6,2,412,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
34,8,1,327,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
34,0,1,286,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
34,5,2,384,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
34,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
34,2,2,229,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
35,4,1,417,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
35,0,1,286,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
35,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
35,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
35,2,2,229,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
35,8,2,327,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
35,9,1,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
35,7,2,282,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
35,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
35,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
36,9,1,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
36,0,1,286,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
36,3,2,314,5018,16,0,1.0,1.0,1.0,1.0,1.0,1.0
36,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
36,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
36,5,2,384,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
36,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
36,8,2,327,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
36,2,2,229,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
37,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
