Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
67,2026-09-25 20:55:14,Ours,0.01,1.4954615855979978,57.68,60.13,61,71.639,1:11.64,70.0687,0.1639,1.405,4743.2793,1:19:03.28,10,"4,5,1,3,6,0,2,9,7,8",4:23;5:22;1:17;3:12;6:24;0:15;2:20;9:27;7:27;8:4,"4:[5,7];5:[2,3];1:[5];3:[7];6:[3,5];0:[3];2:[5,7];9:[3,5];7:[3,5];8:[]","c4:bw=23,experts=[5,7]; c5:bw=22,experts=[2,3]; c1:bw=17,experts=[5]; c3:bw=12,experts=[7]; c6:bw=24,experts=[3,5]; c0:bw=15,experts=[3]; c2:bw=20,experts=[5,7]; c9:bw=27,experts=[3,5]; c7:bw=27,experts=[3,5]; c8:bw=4,experts=[]","9.2147,8.6040,6.0387,7.0041,9.1426,6.4165,5.1441,4.8170,6.2871,7.3999"
68,2026-09-25 20:56:25,Ours,0.01,1.4866201333389646,46.83,60.13,61,70.8368,1:10.84,69.2924,0.1742,1.3685,4814.1509,1:20:14.15,10,"1,8,2,0,3,4,5,9,7,6",1:19;8:14;2:27;0:14;3:12;4:22;5:20;9:7;7:13;6:14,"1:[4];8:[5];2:[8,9];0:[5];3:[8];4:[8,9];5:[5,7];9:[];7:[7];6:[7]","c1:bw=19,experts=[4]; c8:bw=14,experts=[5]; c2:bw=27,experts=[8,9]; c0:bw=14,experts=[5]; c3:bw=12,experts=[8]; c4:bw=22,experts=[8,9]; c5:bw=20,experts=[5,7]; c9:bw=7,experts=[]; c7:bw=13,experts=[7]; c6:bw=14,experts=[7]","5.8222,7.1488,5.0460,6.3302,6.9318,9.2389,8.6261,4.8313,6.2820,9.0351"
69,2026-09-25 20:57:33,Ours,0.01,1.497491281488342,53.7,60.13,61,68.4859,1:08.49,67.0166,0.1791,1.2888,4882.6704,1:21:22.67,10,"3,7,1,4,9,5,0,2,8,6",3:19;7:27;1:14;4:19;9:16;5:18;0:24;2:30;8:19;6:12,"3:[9];7:[8,9];1:[4];4:[10];9:[7];5:[8];0:[7,8];2:[4,10,11];8:[7];6:[8]","c3:bw=19,experts=[9]; c7:bw=27,experts=[8,9]; c1:bw=14,experts=[4]; c4:bw=19,experts=[10]; c9:bw=16,experts=[7]; c5:bw=18,experts=[8]; c0:bw=24,experts=[7,8]; c2:bw=30,experts=[4,10,11]; c8:bw=19,experts=[7]; c6:bw=12,experts=[8]","6.9008,6.2740,5.9164,9.4357,4.8735,7.8883,5.8288,4.7959,6.7098,8.3932"
70,2026-09-25 20:58:39,Ours,0.01,1.4779468568099743,43.0,60.13,61,65.9562,1:05.96,64.4701,0.1731,1.3115,4948.6585,1:22:28.66,10,"1,9,7,3,0,6,2,4,5,8",1:11;9:1;7:13;3:14;0:14;6:12;2:25;4:26;5:10;8:22,"1:[7];9:[];7:[10];3:[10];0:[9];6:[9];2:[4,6];4:[11,12];5:[9];8:[8,9]","c1:bw=11,experts=[7]; c9:bw=1,experts=[]; c7:bw=13,experts=[10]; c3:bw=14,experts=[10]; c0:bw=14,experts=[9]; c6:bw=12,experts=[9]; c2:bw=25,experts=[4,6]; c4:bw=26,experts=[11,12]; c5:bw=10,experts=[9]; c8:bw=22,experts=[8,9]","5.4414,4.4558,5.7983,6.5213,5.8622,8.5314,4.7139,8.5369,7.8452,6.7638"
71,2026-09-25 20:59:45,Ours,0.01,1.4881015889190956,41.97,60.13,61,65.8394,1:05.84,64.3698,0.1728,1.2954,5014.5297,1:23:34.53,10,"4,0,1,9,7,5,3,6,8,2",4:19;0:7;1:24;9:18;7:9;5:15;3:28;6:23;8:18;2:28,"4:[13];0:[];1:[8,9];9:[8];7:[];5:[10];3:[11,12];6:[10,11];8:[10];2:[4,12]","c4:bw=19,experts=[13]; c0:bw=7,experts=[]; c1:bw=24,experts=[8,9]; c9:bw=18,experts=[8]; c7:bw=9,experts=[]; c5:bw=15,experts=[10]; c3:bw=28,experts=[11,12]; c6:bw=23,experts=[10,11]; c8:bw=18,experts=[10]; c2:bw=28,experts=[4,12]","8.6042,5.9011,5.4071,4.4198,5.8008,7.8378,6.4784,8.4094,6.7236,4.7875"
72,2026-09-25 21:00:51,Ours,0.01,1.4855086180015644,43.85,60.13,61,65.9239,1:05.92,64.4535,0.171,1.298,5080.4846,1:24:40.48,10,"8,1,5,7,6,0,3,2,9,4",8:13;1:18;5:20;7:22;6:9;0:24;3:10;2:10;9:17;4:18,"8:[11];1:[10];5:[11,12];7:[11,12];6:[];0:[10,11];3:[13];2:[13];9:[9];4:[14]","c8:bw=13,experts=[11]; c1:bw=18,experts=[10]; c5:bw=20,experts=[11,12]; c7:bw=22,experts=[11,12]; c6:bw=9,experts=[]; c0:bw=24,experts=[10,11]; c3:bw=10,experts=[13]; c2:bw=10,experts=[13]; c9:bw=17,experts=[9]; c4:bw=18,experts=[14]","6.7029,5.3607,7.7831,5.7700,8.3693,5.8514,6.4715,4.9229,4.5656,8.6560"
73,2026-09-25 21:01:58,Ours,0.01,1.478911937058832,53.16,60.13,61,66.7715,1:06.77,65.2748,0.1715,1.3235,5147.2885,1:25:47.29,10,"2,8,3,1,5,9,0,7,6,4",2:21;8:5;3:18;1:30;5:8;9:24;0:13;7:17;6:9;4:19,"2:[14,15];8:[];3:[14];1:[4,6,26];5:[];9:[10,11];0:[4];7:[13];6:[];4:[15]","c2:bw=21,experts=[14,15]; c8:bw=5,experts=[]; c3:bw=18,experts=[14]; c1:bw=30,experts=[4,6,26]; c5:bw=8,experts=[]; c9:bw=24,experts=[10,11]; c0:bw=13,experts=[4]; c7:bw=17,experts=[13]; c6:bw=9,experts=[]; c4:bw=19,experts=[15]","4.7743,6.7100,6.5106,5.5314,7.9040,4.5049,5.9758,5.9657,8.7075,8.6907"
74,2026-09-25 21:03:05,Ours,0.01,1.460850345835005,43.14,60.13,61,66.9842,1:06.98,65.4731,0.1721,1.3376,5214.308,1:26:54.31,10,"3,0,1,5,7,8,6,2,4,9",3:3;0:18;1:13;5:23;7:30;8:13;6:4;2:3;4:21;9:15,"3:[];0:[4];1:[11];5:[13,14];7:[14,15,16];8:[12];6:[];2:[];4:[16,17];9:[12]","c3:bw=3,experts=[]; c0:bw=18,experts=[4]; c1:bw=13,experts=[11]; c5:bw=23,experts=[13,14]; c7:bw=30,experts=[14,15,16]; c8:bw=13,experts=[12]; c6:bw=4,experts=[]; c2:bw=3,experts=[]; c4:bw=21,experts=[16,17]; c9:bw=15,experts=[12]","6.5189,5.9739,5.4144,7.9936,5.9091,6.8516,8.7158,4.8838,8.6824,4.5295"
75,2026-09-25 21:04:11,Ours,0.01,1.4719462017668543,42.59,60.13,61,66.5224,1:06.52,65.0443,0.1682,1.3085,5280.8629,1:28:00.86,10,"2,9,1,3,7,6,5,4,0,8",2:18;9:28;1:25;3:9;7:13;6:25;5:14;4:26;0:28;8:24,"2:[16];9:[13,14];1:[12,13];3:[];7:[17];6:[12,13];5:[15];4:[18,19];0:[4,12];8:[13,14]","c2:bw=18,experts=[16]; c9:bw=28,experts=[13,14]; c1:bw=25,experts=[12,13]; c3:bw=9,experts=[]; c7:bw=13,experts=[17]; c6:bw=25,experts=[12,13]; c5:bw=14,experts=[15]; c4:bw=26,experts=[18,19]; c0:bw=28,experts=[4,12]; c8:bw=24,experts=[13,14]","4.7573,4.5101,5.4965,6.5208,5.9006,8.5694,7.9660,8.6559,5.9372,6.7305"
76,2026-09-25 21:05:18,Ours,0.01,1.4708644378695184,44.93,60.13,61,66.7783,1:06.78,65.3075,0.1609,1.3085,5347.6743,1:29:07.67,10,"8,5,0,3,2,6,7,4,9,1",8:13;5:17;0:14;3:7;2:11;6:11;7:30;4:28;9:26;1:24,"8:[15];5:[16];0:[13];3:[];2:[17];6:[14];7:[18,19,20];4:[20,21];9:[15,16];1:[14,15]","c8:bw=13,experts=[15]; c5:bw=17,experts=[16]; c0:bw=14,experts=[13]; c3:bw=7,experts=[]; c2:bw=11,experts=[17]; c6:bw=11,experts=[14]; c7:bw=30,experts=[18,19,20]; c4:bw=28,experts=[20,21]; c9:bw=26,experts=[15,16]; c1:bw=24,experts=[14,15]","6.8019,7.9588,5.9861,6.5618,4.8659,8.6155,5.9027,8.6665,4.4857,5.4625"
77,2026-09-25 21:06:25,Ours,0.01,1.46401174167135,45.62,60.13,61,66.7124,1:06.71,65.2015,0.1682,1.3412,5414.419,1:30:14.42,10,"9,2,1,8,4,7,6,0,3,5",9:13;2:16;1:28;8:1;4:2;7:4;6:26;0:29;3:18;5:27,"9:[17];2:[18];1:[16,17];8:[];4:[];7:[];6:[15,16];0:[14,15];3:[15];5:[17,19]","c9:bw=13,experts=[17]; c2:bw=16,experts=[18]; c1:bw=28,experts=[16,17]; c8:bw=1,experts=[]; c4:bw=2,experts=[]; c7:bw=4,experts=[]; c6:bw=26,experts=[15,16]; c0:bw=29,experts=[14,15]; c3:bw=18,experts=[15]; c5:bw=27,experts=[17,19]","4.4630,4.7553,5.4585,6.7812,8.7379,5.9487,8.5215,6.0304,6.5543,7.9508"
78,2026-09-25 21:07:31,Ours,0.01,1.4523862976783408,39.92,60.13,61,66.2747,1:06.27,64.7882,0.1694,1.3156,5480.7289,1:31:20.73,10,"0,4,3,7,8,1,9,6,5,2",0:12;4:10;3:17;7:16;8:25;1:19;9:14;6:26;5:29;2:16,"0:[16];4:[22];3:[16];7:[21];8:[16,17];1:[18];9:[18];6:[4,17];5:[20,21];2:[19]","c0:bw=12,experts=[16]; c4:bw=10,experts=[22]; c3:bw=17,experts=[16]; c7:bw=16,experts=[21]; c8:bw=25,experts=[16,17]; c1:bw=19,experts=[18]; c9:bw=14,experts=[18]; c6:bw=26,experts=[4,17]; c5:bw=29,experts=[20,21]; c2:bw=16,experts=[19]","5.9429,8.5356,6.5616,5.8385,6.7352,5.4516,4.4450,8.4576,7.8903,4.9299"
79,2026-09-25 21:08:38,Ours,0.01,1.4758110142804863,44.8,60.13,61,66.7177,1:06.72,65.2104,0.1664,1.3396,5547.4802,1:32:27.48,10,"6,9,0,4,7,8,5,3,1,2",6:10;9:4;0:16;4:39;7:21;8:20;5:24;3:12;1:17;2:15,"6:[18];9:[];0:[17];4:[23,24,25];7:[22,23];8:[18,19];5:[22,23];3:[17];1:[19];2:[20]","c6:bw=10,experts=[18]; c9:bw=4,experts=[]; c0:bw=16,experts=[17]; c4:bw=39,experts=[23,24,25]; c7:bw=21,experts=[22,23]; c8:bw=20,experts=[18,19]; c5:bw=24,experts=[22,23]; c3:bw=12,experts=[17]; c1:bw=17,experts=[19]; c2:bw=15,experts=[20]","8.5225,4.5534,6.0320,8.6799,5.8707,6.7804,7.9056,6.5440,5.4833,4.8386"
80,2026-09-25 21:09:45,Ours,0.01,1.4590587744762316,46.54,60.13,61,67.085,1:07.09,65.5911,0.1731,1.3195,5614.6,1:33:34.60,10,"5,9,7,1,3,4,2,0,6,8",5:30;9:24;7:22;1:14;3:14;4:26;2:20;0:22;6:18;8:23,"5:[24,25,27];9:[19,20];7:[24,25];1:[20];3:[18];4:[27,28];2:[21,22];0:[19,20];6:[19];8:[20,21]","c5:bw=30,experts=[24,25,27]; c9:bw=24,experts=[19,20]; c7:bw=22,experts=[24,25]; c1:bw=14,experts=[20]; c3:bw=14,experts=[18]; c4:bw=26,experts=[27,28]; c2:bw=20,experts=[21,22]; c0:bw=22,experts=[19,20]; c6:bw=18,experts=[19]; c8:bw=23,experts=[20,21]","8.0972,4.5222,5.9269,5.5193,6.5301,8.6555,4.8287,5.9451,8.6436,6.9225"
81,2026-09-25 21:10:52,Ours,0.01,1.4528412500631422,51.95,60.13,61,66.9687,1:06.97,65.4987,0.1634,1.3051,5681.6021,1:34:41.60,10,"6,2,3,1,4,5,9,7,8,0",6:23;2:20;3:31;1:22;4:19;5:14;9:12;7:26;8:22;0:23,"6:[4,20];2:[23,24];3:[19,20,21];1:[21,22];4:[29];5:[28];9:[21];7:[27,28];8:[22,23];0:[4,6]","c6:bw=23,experts=[4,20]; c2:bw=20,experts=[23,24]; c3:bw=31,experts=[19,20,21]; c1:bw=22,experts=[21,22]; c4:bw=19,experts=[29]; c5:bw=14,experts=[28]; c9:bw=12,experts=[21]; c7:bw=26,experts=[27,28]; c8:bw=22,experts=[22,23]; c0:bw=23,experts=[4,6]","8.5478,4.8225,6.5165,5.5135,8.6962,7.9713,4.5098,6.0250,6.8851,6.0111"
82,2026-09-25 21:11:59,Ours,0.01,1.438443359658085,52.57,60.13,61,66.8542,1:06.85,65.3649,0.1617,1.3262,5748.4912,1:35:48.49,10,"1,0,6,8,7,3,2,9,5,4",1:29;0:14;6:17;8:26;7:18;3:18;2:13;9:25;5:18;4:13,"1:[23,24];0:[21];6:[21];8:[24,25];7:[29];3:[22];2:[25];9:[22,23];5:[29];4:[30]","c1:bw=29,experts=[23,24]; c0:bw=14,experts=[21]; c6:bw=17,experts=[21]; c8:bw=26,experts=[24,25]; c7:bw=18,experts=[29]; c3:bw=18,experts=[22]; c2:bw=13,experts=[25]; c9:bw=25,experts=[22,23]; c5:bw=18,experts=[29]; c4:bw=13,experts=[30]","5.5148,6.0126,8.5261,6.7508,5.8937,6.5455,4.8401,4.5982,8.0342,8.6489"
83,2026-09-25 21:13:06,Ours,0.01,1.437943960020351,53.32,60.13,61,66.8528,1:06.85,65.37,0.1619,1.3193,5815.3785,1:36:55.38,10,"9,4,2,7,5,0,6,1,8,3",9:23;4:5;2:19;7:17;5:1;0:1;6:24;1:29;8:18;3:19,"9:[24,25];4:[];2:[27];7:[30];5:[];0:[];6:[22,23];1:[25,27];8:[27];3:[23]","c9:bw=23,experts=[24,25]; c4:bw=5,experts=[]; c2:bw=19,experts=[27]; c7:bw=17,experts=[30]; c5:bw=1,experts=[]; c0:bw=1,experts=[]; c6:bw=24,experts=[22,23]; c1:bw=29,experts=[25,27]; c8:bw=18,experts=[27]; c3:bw=19,experts=[23]","4.4675,8.6527,4.8238,5.8584,7.9279,6.0213,8.6275,5.5999,6.8159,6.5751"
84,2026-09-25 21:14:13,Ours,0.01,1.4291270862203942,42.54,60.13,61,66.9978,1:07.00,65.5276,0.1685,1.3003,5882.4123,1:38:02.41,10,"8,3,1,6,9,2,7,5,4,0",8:30;3:15;1:26;6:2;9:9;2:17;7:21;5:9;4:12;0:5,"8:[28,29,30];3:[24];1:[28,29];6:[];9:[];2:[28];7:[4,31];5:[];4:[31];0:[]","c8:bw=30,experts=[28,29,30]; c3:bw=15,experts=[24]; c1:bw=26,experts=[28,29]; c6:bw=2,experts=[]; c9:bw=9,experts=[]; c2:bw=17,experts=[28]; c7:bw=21,experts=[4,31]; c5:bw=9,experts=[]; c4:bw=12,experts=[31]; c0:bw=5,experts=[]","6.8805,6.5134,5.4941,8.5373,4.5566,4.9088,5.9647,7.9897,8.6586,6.0237"
85,2026-09-25 21:15:20,Ours,0.01,1.4347855826178475,41.89,60.13,61,66.8375,1:06.84,65.3614,0.1628,1.3118,5949.2853,1:39:09.29,10,"0,2,8,6,1,4,9,3,5,7",0:17;2:21;8:32;6:19;1:26;4:19;9:26;3:23;5:6;7:5,"0:[22];2:[29,30];8:[4,6,31];6:[24];1:[30,31];4:[26];9:[27,28];3:[25,27];5:[];7:[]","c0:bw=17,experts=[22]; c2:bw=21,experts=[29,30]; c8:bw=32,experts=[4,6,31]; c6:bw=19,experts=[24]; c1:bw=26,experts=[30,31]; c4:bw=19,experts=[26]; c9:bw=26,experts=[27,28]; c3:bw=23,experts=[25,27]; c5:bw=6,experts=[]; c7:bw=5,experts=[]","5.9574,4.8074,6.7897,8.6465,5.5613,8.6770,4.5312,6.5416,7.9435,5.9057"
86,2026-09-25 21:16:27,Ours,0.01,1.4333119021369378,57.23,60.13,61,66.7179,1:06.72,65.2538,0.1661,1.2924,6016.0388,1:40:16.04,10,"5,8,2,6,0,4,7,3,1,9",5:22;8:13;2:11;6:25;0:14;4:8;7:20;3:13;1:33;9:19,"5:[30,31];8:[4];2:[31];6:[25,27];0:[23];4:[];7:[4,26];3:[28];1:[4,6,26];9:[29]","c5:bw=22,experts=[30,31]; c8:bw=13,experts=[4]; c2:bw=11,experts=[31]; c6:bw=25,experts=[25,27]; c0:bw=14,experts=[23]; c4:bw=8,experts=[]; c7:bw=20,experts=[4,26]; c3:bw=13,experts=[28]; c1:bw=33,experts=[4,6,26]; c9:bw=19,experts=[29]","7.9233,6.8799,4.8624,8.6189,6.0113,8.6363,5.8736,6.5305,5.4866,4.4311"
87,2026-09-25 21:17:33,Ours,0.01,1.409670025411566,60.62,60.62,87,66.3829,1:06.38,64.8735,0.1732,1.3348,6082.4596,1:41:22.46,10,"1,2,7,5,6,3,4,9,8,0",1:13;2:31;7:10;5:1;6:27;3:31;4:15;9:17;8:21;0:16,"1:[4];2:[4,6,26];7:[4];5:[];6:[28,29];3:[29,30,31];4:[4];9:[30];8:[4,6];0:[24]","c1:bw=13,experts=[4]; c2:bw=31,experts=[4,6,26]; c7:bw=10,experts=[4]; c5:bw=1,experts=[]; c6:bw=27,experts=[28,29]; c3:bw=31,experts=[29,30,31]; c4:bw=15,experts=[4]; c9:bw=17,experts=[30]; c8:bw=21,experts=[4,6]; c0:bw=16,experts=[24]","5.5056,4.7820,5.9238,7.9081,8.4105,6.4599,8.7696,4.4564,6.7256,5.9319"
88,2026-09-25 21:18:40,Ours,0.01,1.3947610739061773,62.74,62.74,88,66.6747,1:06.67,65.1833,0.1679,1.3176,6149.1695,1:42:29.17,10,"8,6,3,7,0,4,9,1,5,2",8:19;6:12;3:15;7:19;0:28;4:17;9:14;1:13;5:14;2:21,"8:[4];6:[30];3:[4];7:[4];0:[25,27];4:[4];9:[31];1:[4];5:[4];2:[4,6]","c8:bw=19,experts=[4]; c6:bw=12,experts=[30]; c3:bw=15,experts=[4]; c7:bw=19,experts=[4]; c0:bw=28,experts=[25,27]; c4:bw=17,experts=[4]; c9:bw=14,experts=[31]; c1:bw=13,experts=[4]; c5:bw=14,experts=[4]; c2:bw=21,experts=[4,6]","6.8468,8.5849,6.4825,5.9272,5.9280,8.6144,4.5006,5.5089,7.9382,4.8518"
89,2026-09-25 21:19:46,Ours,0.01,1.3874032899907165,63.62,63.62,89,66.7471,1:06.75,65.254,0.1684,1.3232,6215.9555,1:43:35.96,10,"3,8,2,9,7,5,0,6,4,1",3:14;8:33;2:20;9:28;7:10;5:21;0:6;6:14;4:14;1:19,"3:[4];8:[4,6,26];2:[4,6];9:[4,26];7:[4];5:[4,6];0:[];6:[31];4:[4];1:[4]","c3:bw=14,experts=[4]; c8:bw=33,experts=[4,6,26]; c2:bw=20,experts=[4,6]; c9:bw=28,experts=[4,26]; c7:bw=10,experts=[4]; c5:bw=21,experts=[4,6]; c0:bw=6,experts=[]; c6:bw=14,experts=[31]; c4:bw=14,experts=[4]; c1:bw=19,experts=[4]","6.5664,6.7733,4.7863,4.4598,5.8933,7.9111,5.9531,8.5694,8.7518,5.5894"
90,2026-09-25 21:20:53,Ours,0.01,1.376037038163215,64.51,64.51,90,66.1274,1:06.13,64.6594,0.1621,1.3044,6282.1184,1:44:42.12,10,"7,1,3,9,0,6,2,5,8,4",7:33;1:14;3:16;9:29;0:29;6:12;2:10;5:12;8:23;4:16,"7:[4,6,26];1:[4];3:[4];9:[4,6];0:[28,29];6:[4];2:[4];5:[4];8:[4,6];4:[4]","c7:bw=33,experts=[4,6,26]; c1:bw=14,experts=[4]; c3:bw=16,experts=[4]; c9:bw=29,experts=[4,6]; c0:bw=29,experts=[28,29]; c6:bw=12,experts=[4]; c2:bw=10,experts=[4]; c5:bw=12,experts=[4]; c8:bw=23,experts=[4,6]; c4:bw=16,experts=[4]","5.8880,5.4166,6.4543,4.4295,5.8945,8.3758,4.7221,7.9498,6.8454,8.6835"
91,2026-09-25 21:21:59,Ours,0.01,1.374898497087924,64.65,64.65,91,66.0351,1:06.04,64.6262,0.1707,1.2369,6348.1884,1:45:48.19,10,"1,9,5,7,3,4,0,6,2,8",1:23;9:16;5:24;7:23;3:18;4:25;0:10;6:13;2:5;8:10,"1:[4,6];9:[4];5:[4,6];7:[4,26];3:[4];4:[4,6];0:[30];6:[4];2:[];8:[4]","c1:bw=23,experts=[4,6]; c9:bw=16,experts=[4]; c5:bw=24,experts=[4,6]; c7:bw=23,experts=[4,26]; c3:bw=18,experts=[4]; c4:bw=25,experts=[4,6]; c0:bw=10,experts=[30]; c6:bw=13,experts=[4]; c2:bw=5,experts=[]; c8:bw=10,experts=[4]","5.4527,4.4394,7.8715,5.8235,6.4602,8.5546,6.0270,8.5394,4.8242,6.6337"
92,2026-09-25 21:23:00,Ours,0.01,1.3678163184338714,64.89,64.89,92,61.7312,1:01.73,60.3196,0.1664,1.2439,6409.9546,1:46:49.95,10,"3,7,1,0,8,6,9,2,5,4",3:13;7:16;1:9;0:13;8:9;6:21;9:25;2:11;5:30;4:12,"3:[4];7:[4];1:[];0:[31];8:[];6:[4,26];9:[4,6];2:[4];5:[4,6,26];4:[4]","c3:bw=13,experts=[4]; c7:bw=16,experts=[4]; c1:bw=9,experts=[]; c0:bw=13,experts=[31]; c8:bw=9,experts=[]; c6:bw=21,experts=[4,26]; c9:bw=25,experts=[4,6]; c2:bw=11,experts=[4]; c5:bw=30,experts=[4,6,26]; c4:bw=12,experts=[4]","6.0755,5.4492,5.0873,5.5319,6.2762,7.8770,4.1805,4.4462,7.3794,8.0162"
93,2026-09-25 21:24:02,Ours,0.01,1.3608209869420742,64.35,64.89,92,61.8335,1:01.83,60.445,0.1549,1.2323,6471.8229,1:47:51.82,10,"1,3,7,9,6,8,5,4,0,2",1:21;3:14;7:10;9:26;6:10;8:2;5:4;4:14;0:9;2:23,"1:[4,26];3:[4];7:[4];9:[4,6];6:[4];8:[];5:[];4:[4];0:[];2:[4,6]","c1:bw=21,experts=[4,26]; c3:bw=14,experts=[4]; c7:bw=10,experts=[4]; c9:bw=26,experts=[4,6]; c6:bw=10,experts=[4]; c8:bw=2,experts=[]; c5:bw=4,experts=[]; c4:bw=14,experts=[4]; c0:bw=9,experts=[]; c2:bw=23,experts=[4,6]","5.0892,6.0502,5.4528,4.1769,7.8967,6.3195,7.3900,8.0083,5.5324,4.5289"
94,2026-09-25 21:25:04,Ours,0.01,1.3640639294363397,63.77,64.89,92,61.5484,1:01.55,60.1572,0.1548,1.235,6533.406,1:48:53.41,10,"7,2,5,4,6,9,1,8,0,3",7:20;2:29;5:18;4:14;6:14;9:23;1:32;8:3;0:25;3:15,"7:[4,26];2:[4,6];5:[18];4:[4];6:[6];9:[4,6];1:[4,6,26];8:[];0:[18,26];3:[6]","c7:bw=20,experts=[4,26]; c2:bw=29,experts=[4,6]; c5:bw=18,experts=[18]; c4:bw=14,experts=[4]; c6:bw=14,experts=[6]; c9:bw=23,experts=[4,6]; c1:bw=32,experts=[4,6,26]; c8:bw=3,experts=[]; c0:bw=25,experts=[18,26]; c3:bw=15,experts=[6]","5.4359,4.4529,7.3530,7.9996,7.8630,4.1516,5.0954,6.2546,5.5162,6.0350"
95,2026-09-25 21:26:05,Ours,0.01,1.3545156336290385,65.05,65.05,95,61.4212,1:01.42,60.0387,0.1526,1.2286,6594.8626,1:49:54.86,10,"7,9,4,6,0,3,1,8,2,5",7:27;9:19;4:7;6:18;0:16;3:18;1:14;8:34;2:10;5:4,"7:[4,26];9:[4];4:[];6:[4];0:[4];3:[26];1:[4];8:[4,6,26];2:[4];5:[]","c7:bw=27,experts=[4,26]; c9:bw=19,experts=[4]; c4:bw=7,experts=[]; c6:bw=18,experts=[4]; c0:bw=16,experts=[4]; c3:bw=18,experts=[26]; c1:bw=14,experts=[4]; c8:bw=34,experts=[4,6,26]; c2:bw=10,experts=[4]; c5:bw=4,experts=[]","5.4706,4.1632,7.9272,7.8149,5.4993,6.0304,5.1033,6.2445,4.4502,7.3350"
96,2026-09-25 21:27:07,Ours,0.01,1.3465352309229401,64.86,65.05,95,61.5019,1:01.50,60.1117,0.1574,1.2275,6656.4002,1:50:56.40,10,"2,9,3,1,5,4,6,7,0,8",2:30;9:20;3:21;1:16;5:27;4:22;6:14;7:23;0:16;8:29,"2:[0,1,4];9:[0,4];3:[0,4];1:[0];5:[0,4];4:[0,4];6:[0];7:[0,4];0:[0];8:[0,4]","c2:bw=30,experts=[0,1,4]; c9:bw=20,experts=[0,4]; c3:bw=21,experts=[0,4]; c1:bw=16,experts=[0]; c5:bw=27,experts=[0,4]; c4:bw=22,experts=[0,4]; c6:bw=14,experts=[0]; c7:bw=23,experts=[0,4]; c0:bw=16,experts=[0]; c8:bw=29,experts=[0,4]","4.4501,4.2274,6.0423,5.0699,7.3074,7.9714,7.8753,5.4388,5.4929,6.2360"
97,2026-09-25 21:28:09,Ours,0.01,1.3452343766869812,64.87,65.05,95,61.9945,1:01.99,60.5943,0.1585,1.2404,6718.4312,1:51:58.43,10,"0,9,8,4,7,1,3,5,6,2",0:19;9:20;8:20;4:7;7:14;1:23;3:16;5:21;6:23;2:25,"0:[1];9:[1,4];8:[1,2];4:[];7:[4];1:[1,4];3:[1];5:[1,4];6:[1,4];2:[2,4]","c0:bw=19,experts=[1]; c9:bw=20,experts=[1,4]; c8:bw=20,experts=[1,2]; c4:bw=7,experts=[]; c7:bw=14,experts=[4]; c1:bw=23,experts=[1,4]; c3:bw=16,experts=[1]; c5:bw=21,experts=[1,4]; c6:bw=23,experts=[1,4]; c2:bw=25,experts=[2,4]","5.5165,4.1335,6.2311,7.9810,5.4545,5.0636,6.0538,7.3325,8.1035,4.7243"
98,2026-09-25 21:29:10,Ours,0.01,1.3401052681751877,58.58,65.05,95,61.3648,1:01.36,59.9675,0.157,1.2389,6779.8318,1:52:59.83,10,"4,8,9,7,6,5,0,3,1,2",4:24;8:24;9:12;7:11;6:17;5:22;0:15;3:12;1:12;2:11,"4:[1,2];8:[3,4];9:[2];7:[1];6:[2];5:[4,6];0:[2];3:[2];1:[2];2:[3]","c4:bw=24,experts=[1,2]; c8:bw=24,experts=[3,4]; c9:bw=12,experts=[2]; c7:bw=11,experts=[1]; c6:bw=17,experts=[2]; c5:bw=22,experts=[4,6]; c0:bw=15,experts=[2]; c3:bw=12,experts=[2]; c1:bw=12,experts=[2]; c2:bw=11,experts=[3]","7.9592,6.2349,4.1305,5.4016,7.8441,7.3617,5.5079,6.0322,5.0717,4.4237"
99,2026-09-25 21:30:14,Ours,0.01,1.3409114220849592,49.28,65.05,95,63.8841,1:03.88,62.4494,0.1531,1.2802,6843.7534,1:54:03.75,10,"8,5,7,1,3,9,4,0,2,6",8:15;5:22;7:21;1:27;3:17;9:9;4:11;0:18;2:14;6:16,"8:[4];5:[2,3];7:[2,3];1:[3,5];3:[3];9:[];4:[3];0:[3];2:[5];6:[3]","c8:bw=15,experts=[4]; c5:bw=22,experts=[2,3]; c7:bw=21,experts=[2,3]; c1:bw=27,experts=[3,5]; c3:bw=17,experts=[3]; c9:bw=9,experts=[]; c4:bw=11,experts=[3]; c0:bw=18,experts=[3]; c2:bw=14,experts=[5]; c6:bw=16,experts=[3]","6.3841,7.6475,5.6504,5.2476,6.2700,4.3106,8.2953,5.7095,4.7341,8.2003"
